,SNID,time,flux,fluxerr,object_index,band_index,norm_factor
5205,10047.0,12.0,0.000984607719220395,0.005457212503777199,27,0,"[0.1627841740846634, 0.4965676367282867]"
5208,10047.0,18.0,0.01059845989042746,0.015073097269872746,27,0,"[0.1627841740846634, 0.4965676367282867]"
5279,10123.0,-6.0,-0.0036310602687751005,0.0031971254973746986,28,1,"[1.3913249969482422, 6.494579792022705]"
5282,10123.0,0.0,1.0,0.006212687522276835,28,1,"[1.3913249969482422, 6.494579792022705]"
5285,10123.0,6.0,0.04877406869683528,0.0033142569704222307,28,1,"[1.3913249969482422, 6.494579792022705]"
5288,10123.0,12.0,-0.0011773867434901977,0.0021328598986678684,28,1,"[1.3913249969482422, 6.494579792022705]"
5291,10123.0,18.0,-0.0020142961236898956,0.0015371171799494073,28,1,"[1.3913249969482422, 6.494579792022705]"
5361,10123.0,-6.0,-0.0002913196287866911,0.0004352248010957409,28,0,"[1.3913249969482422, 6.494579792022705]"
5364,10123.0,0.0,1.0,0.00048243257450226524,28,0,"[1.3913249969482422, 6.494579792022705]"
5367,10123.0,6.0,0.036445872066775326,0.0005402414778014684,28,0,"[1.3913249969482422, 6.494579792022705]"
5370,10123.0,12.0,0.0018804356964780215,0.0003776645892017898,28,0,"[1.3913249969482422, 6.494579792022705]"
5373,10123.0,18.0,-0.00016223857221054163,0.0009249641061834072,28,0,"[1.3913249969482422, 6.494579792022705]"
5443,10182.0,-6.0,1.8303075587763646e-05,0.00017520336972114676,29,1,"[32.420833587646484, 32.17701721191406]"
5446,10182.0,0.0,1.0,0.0002273656012648319,29,1,"[32.420833587646484, 32.17701721191406]"
5449,10182.0,6.0,0.016109362614245303,0.00010704046828223831,29,1,"[32.420833587646484, 32.17701721191406]"
5452,10182.0,12.0,0.00453489783180865,0.0003292930332466506,29,1,"[32.420833587646484, 32.17701721191406]"
5455,10182.0,18.0,0.002630783844095848,0.00012049412835070122,29,1,"[32.420833587646484, 32.17701721191406]"
5519,10182.0,-6.0,-4.452857085929593e-05,9.730634792248506e-05,29,0,"[32.420833587646484, 32.17701721191406]"
5522,10182.0,0.0,1.0,9.899318068452875e-05,29,0,"[32.420833587646484, 32.17701721191406]"
5525,10182.0,6.0,0.12912404570378797,8.425958989216148e-05,29,0,"[32.420833587646484, 32.17701721191406]"
5528,10182.0,12.0,0.051274549164838173,0.00020155289337095504,29,0,"[32.420833587646484, 32.17701721191406]"
5531,10182.0,18.0,0.032849571672215756,0.00015851484087526125,29,0,"[32.420833587646484, 32.17701721191406]"
5593,10190.0,-6.0,-1.847334921703128e-05,9.792804693269565e-05,30,1,"[45.423561096191406, 95.04222106933594]"
5596,10190.0,0.0,1.0,0.00019152887936978275,30,1,"[45.423561096191406, 95.04222106933594]"
5599,10190.0,6.0,0.018800135359908036,0.00010155356426884981,30,1,"[45.423561096191406, 95.04222106933594]"
5602,10190.0,12.0,0.0008212904342375738,6.53325028944819e-05,30,1,"[45.423561096191406, 95.04222106933594]"
5605,10190.0,18.0,0.00021450739053167214,4.708314846505332e-05,30,1,"[45.423561096191406, 95.04222106933594]"
5666,10190.0,-6.0,3.249608034694974e-05,2.97405607578353e-05,30,0,"[45.423561096191406, 95.04222106933594]"
5669,10190.0,0.0,1.0,3.466155071163172e-05,30,0,"[45.423561096191406, 95.04222106933594]"
5672,10190.0,6.0,0.038376762831396086,3.6978090434127056e-05,30,0,"[45.423561096191406, 95.04222106933594]"
5675,10190.0,12.0,0.0037098787959846105,2.5816049932270837e-05,30,0,"[45.423561096191406, 95.04222106933594]"
5678,10190.0,18.0,0.001221157604498949,6.320728996222913e-05,30,0,"[45.423561096191406, 95.04222106933594]"
5742,10200.0,-6.0,0.0009106208034951128,0.0010119053424009561,31,1,"[6.108776569366455, 12.44736385345459]"
5745,10200.0,0.0,1.0,0.00033156307749293904,31,1,"[6.108776569366455, 12.44736385345459]"
5748,10200.0,6.0,0.009642994343235239,0.002019283337163354,31,1,"[6.108776569366455, 12.44736385345459]"
5751,10200.0,12.0,0.0044784478323293625,0.001447452772495005,31,1,"[6.108776569366455, 12.44736385345459]"
5754,10200.0,18.0,0.00037393930904127136,0.0003941665869054893,31,1,"[6.108776569366455, 12.44736385345459]"
5809,10200.0,-6.0,0.0001121381975997278,0.0002889899931912698,31,0,"[6.108776569366455, 12.44736385345459]"
5812,10200.0,0.0,1.0,0.00025104447747719246,31,0,"[6.108776569366455, 12.44736385345459]"
5815,10200.0,6.0,0.02423224307572008,0.00017861811989311677,31,0,"[6.108776569366455, 12.44736385345459]"
5818,10200.0,12.0,0.008556449881615903,0.00037057709993134876,31,0,"[6.108776569366455, 12.44736385345459]"
5821,10200.0,18.0,0.004145218875629619,0.0001857947692570307,31,0,"[6.108776569366455, 12.44736385345459]"
5874,10208.0,-6.0,2.9042969965571567e-05,0.00024008943001061777,32,1,"[10.948375701904297, 67.00659942626953]"
5877,10208.0,0.0,1.0,0.0002040317126414892,32,1,"[10.948375701904297, 67.00659942626953]"
5880,10208.0,6.0,0.1688483606214663,0.0003838555260946357,32,1,"[10.948375701904297, 67.00659942626953]"
5883,10208.0,12.0,0.04969626410819877,0.00016984424297835946,32,1,"[10.948375701904297, 67.00659942626953]"
5886,10208.0,18.0,0.0006505859455981759,0.0005960060037097309,32,1,"[10.948375701904297, 67.00659942626953]"
5947,10208.0,-6.0,2.046352167361194e-05,0.00011035677661441328,32,0,"[10.948375701904297, 67.00659942626953]"
5950,10208.0,0.0,1.0,3.881204435113485e-05,32,0,"[10.948375701904297, 67.00659942626953]"
5953,10208.0,6.0,0.13502400859235708,3.0977335134729137e-05,32,0,"[10.948375701904297, 67.00659942626953]"
5956,10208.0,12.0,0.04152318484122573,0.00010593560526823304,32,0,"[10.948375701904297, 67.00659942626953]"
5959,10208.0,18.0,0.00039528700849228736,5.875877633760556e-05,32,0,"[10.948375701904297, 67.00659942626953]"
6023,10265.0,-6.0,-0.025322448918780858,0.013590163557301742,33,1,"[0.919153332710266, 5.806838512420654]"
6026,10265.0,0.0,1.0,0.006623289027363829,33,1,"[0.919153332710266, 5.806838512420654]"
6029,10265.0,6.0,0.16145511325781728,0.00451005519545825,33,1,"[0.919153332710266, 5.806838512420654]"
6032,10265.0,12.0,0.04088304335550204,0.00675334441217641,33,1,"[0.919153332710266, 5.806838512420654]"
6035,10265.0,18.0,0.011459480725880261,0.0034712224080260513,33,1,"[0.919153332710266, 5.806838512420654]"
6106,10265.0,-6.0,0.0001845203692387581,0.000747270343522196,33,0,"[0.919153332710266, 5.806838512420654]"
6109,10265.0,0.0,1.0,0.0005782050141730849,33,0,"[0.919153332710266, 5.806838512420654]"
6112,10265.0,6.0,0.15257298040873152,0.0004845774678127919,33,0,"[0.919153332710266, 5.806838512420654]"
6115,10265.0,12.0,0.05717903150669868,0.0005067156386962476,33,0,"[0.919153332710266, 5.806838512420654]"
6118,10265.0,18.0,0.02210829523881238,0.0008799787602379657,33,0,"[0.919153332710266, 5.806838512420654]"
6186,10275.0,-6.0,-0.00022240563111013996,0.00046241808117827735,34,1,"[5.562854290008545, 4.337415218353272]"
6189,10275.0,0.0,1.0,0.0019201570249583497,34,1,"[5.562854290008545, 4.337415218353272]"
6192,10275.0,6.0,0.004655794290571921,0.00040131365045173076,34,1,"[5.562854290008545, 4.337415218353272]"
6195,10275.0,12.0,0.001585422084584702,0.0008151479156985855,34,1,"[5.562854290008545, 4.337415218353272]"
6198,10275.0,18.0,0.00011208623908898793,0.0005377747322547621,34,1,"[5.562854290008545, 4.337415218353272]"
6262,10275.0,-6.0,-0.0021182637979857283,0.0010698188599708239,34,0,"[5.562854290008545, 4.337415218353272]"
6265,10275.0,0.0,1.0,0.0006487453077516307,34,0,"[5.562854290008545, 4.337415218353272]"
6268,10275.0,6.0,0.03253118479777145,0.0005215375235853325,34,0,"[5.562854290008545, 4.337415218353272]"
6271,10275.0,12.0,0.013183761606058495,0.0011133885383105304,34,0,"[5.562854290008545, 4.337415218353272]"
6274,10275.0,18.0,0.005173669634740532,0.0010854494958976834,34,0,"[5.562854290008545, 4.337415218353272]"
6338,10384.0,-6.0,-0.0003238505128138269,0.0005410989199292174,35,1,"[19.969039916992188, 16.834047317504883]"
6341,10384.0,0.0,1.0,0.0001751192385639853,35,1,"[19.969039916992188, 16.834047317504883]"
6344,10384.0,6.0,0.010288397343461902,0.0001320486404426787,35,1,"[19.969039916992188, 16.834047317504883]"
6347,10384.0,12.0,0.0020675732110368265,0.0003047874005981327,35,1,"[19.969039916992188, 16.834047317504883]"
6350,10384.0,18.0,0.0009902862002530062,0.00016507267875175884,35,1,"[19.969039916992188, 16.834047317504883]"
6414,10384.0,-6.0,-0.0001916363006348051,0.0001637602965769554,35,0,"[19.969039916992188, 16.834047317504883]"
6417,10384.0,0.0,1.0,0.0001993558443473424,35,0,"[19.969039916992188, 16.834047317504883]"
6420,10384.0,6.0,0.055177164730940975,0.00033738017004752627,35,0,"[19.969039916992188, 16.834047317504883]"
6423,10384.0,12.0,0.0182747631711661,0.0001632472656401753,35,0,"[19.969039916992188, 16.834047317504883]"
6426,10384.0,18.0,0.009230432587300835,0.00018458549654494865,35,0,"[19.969039916992188, 16.834047317504883]"
6488,10499.0,-6.0,-2.1612963488359014e-05,0.00017719073845411597,36,1,"[23.48232650756836, 43.26922225952149]"
6491,10499.0,0.0,1.0,0.00013982213804835205,36,1,"[23.48232650756836, 43.26922225952149]"
6494,10499.0,6.0,0.004966023083536026,0.00010216144742191561,36,1,"[23.48232650756836, 43.26922225952149]"
6497,10499.0,12.0,0.0010179515623124171,0.00013190655156758782,36,1,"[23.48232650756836, 43.26922225952149]"
6500,10499.0,18.0,0.00016762575789011142,0.00010852169487334097,36,1,"[23.48232650756836, 43.26922225952149]"
6536,10499.0,-6.0,-0.00011247026400378425,0.00016067464994982982,36,0,"[23.48232650756836, 43.26922225952149]"
6539,10499.0,0.0,1.0,8.71146426396661e-05,36,0,"[23.48232650756836, 43.26922225952149]"
6542,10499.0,6.0,0.033014450420254596,0.00010825267659075553,36,0,"[23.48232650756836, 43.26922225952149]"
6545,10499.0,12.0,0.004452053495302336,0.0001592148449887434,36,0,"[23.48232650756836, 43.26922225952149]"
6548,10499.0,18.0,0.001200722248399573,6.58513234259069e-05,36,0,"[23.48232650756836, 43.26922225952149]"
6587,10518.0,-6.0,0.0010564378409524812,0.0016334493840705264,37,1,"[2.6963932514190674, 12.08700466156006]"
6590,10518.0,0.0,1.0,0.0009637531558941075,37,1,"[2.6963932514190674, 12.08700466156006]"
6593,10518.0,6.0,0.09666458965048212,0.0008790391668916929,37,1,"[2.6963932514190674, 12.08700466156006]"
6596,10518.0,12.0,0.03901255785736812,0.0014381280419411744,37,1,"[2.6963932514190674, 12.08700466156006]"
6599,10518.0,18.0,0.018050517660252303,0.001205090959730668,37,1,"[2.6963932514190674, 12.08700466156006]"
6669,10518.0,-6.0,-0.00045378326288757063,0.0006185230057320229,37,0,"[2.6963932514190674, 12.08700466156006]"
6672,10518.0,0.0,1.0,0.0006654040262327763,37,0,"[2.6963932514190674, 12.08700466156006]"
6675,10518.0,6.0,0.14303897115568284,0.00025129255087379674,37,0,"[2.6963932514190674, 12.08700466156006]"
6678,10518.0,12.0,0.06589290198950729,0.000472487914530488,37,0,"[2.6963932514190674, 12.08700466156006]"
6681,10518.0,18.0,0.0337267330422262,0.00017712329633081127,37,0,"[2.6963932514190674, 12.08700466156006]"
6750,10544.0,-6.0,0.2549831460364376,0.27577352033972696,38,1,"[0.0260106679052114, 0.1779867708683014]"
6753,10544.0,0.0,1.0,0.162046611336805,38,1,"[0.0260106679052114, 0.1779867708683014]"
6756,10544.0,6.0,0.0619444119609817,0.09063823927336168,38,1,"[0.0260106679052114, 0.1779867708683014]"
6759,10544.0,12.0,-0.06449163105878217,0.12739174754093532,38,1,"[0.0260106679052114, 0.1779867708683014]"
6762,10544.0,18.0,0.18569977122492667,0.09288501966898124,38,1,"[0.0260106679052114, 0.1779867708683014]"
6832,10544.0,-6.0,0.08689634299999367,0.029845416694224424,38,0,"[0.0260106679052114, 0.1779867708683014]"
6835,10544.0,0.0,1.0,0.016070451208045997,38,0,"[0.0260106679052114, 0.1779867708683014]"
6838,10544.0,6.0,0.040529558503543985,0.01250443980864801,38,0,"[0.0260106679052114, 0.1779867708683014]"
6841,10544.0,12.0,0.008372976132718927,0.020210286291000617,38,0,"[0.0260106679052114, 0.1779867708683014]"
6844,10544.0,18.0,-0.002903459238841304,0.03260165094951687,38,0,"[0.0260106679052114, 0.1779867708683014]"
6912,10596.0,-6.0,-0.0003151962026252453,0.0006062491913344539,39,1,"[4.71036434173584, 21.10078239440918]"
6915,10596.0,0.0,1.0,0.000898006870770405,39,1,"[4.71036434173584, 21.10078239440918]"
6918,10596.0,6.0,0.011393091489216314,0.00041862222689010485,39,1,"[4.71036434173584, 21.10078239440918]"
6921,10596.0,12.0,-0.0006271501803818359,0.0005466590428025547,39,1,"[4.71036434173584, 21.10078239440918]"
6924,10596.0,18.0,0.00013242435784046642,0.0005821406768811214,39,1,"[4.71036434173584, 21.10078239440918]"
6988,10596.0,-6.0,0.00023916882682414422,0.0001734319073107605,39,0,"[4.71036434173584, 21.10078239440918]"
6991,10596.0,0.0,1.0,0.00016030936364078903,39,0,"[4.71036434173584, 21.10078239440918]"
6994,10596.0,6.0,0.028526391890290482,0.0004054615837252728,39,0,"[4.71036434173584, 21.10078239440918]"
6997,10596.0,12.0,-0.00020094391051726313,0.00011365972219420883,39,0,"[4.71036434173584, 21.10078239440918]"
7000,10596.0,18.0,0.00011664400382953743,0.00012474228161464342,39,0,"[4.71036434173584, 21.10078239440918]"
7066,10692.0,-6.0,-0.0008541963090126628,0.0062285063622912334,40,1,"[1.3318995237350464, 13.792213439941406]"
7069,10692.0,0.0,1.0,0.0018975903527683618,40,1,"[1.3318995237350464, 13.792213439941406]"
7072,10692.0,6.0,0.022067417647867967,0.0019469651859567415,40,1,"[1.3318995237350464, 13.792213439941406]"
7075,10692.0,12.0,0.0029962327033917933,0.0037231225760850674,40,1,"[1.3318995237350464, 13.792213439941406]"
7078,10692.0,18.0,-0.0005174888411726097,0.0020806721510208915,40,1,"[1.3318995237350464, 13.792213439941406]"
7148,10692.0,-6.0,0.0001957209568232775,0.0004207203529045119,40,0,"[1.3318995237350464, 13.792213439941406]"
7151,10692.0,0.0,1.0,0.0003260368950088191,40,0,"[1.3318995237350464, 13.792213439941406]"
7154,10692.0,6.0,0.026158073704497187,0.0002318178926210616,40,0,"[1.3318995237350464, 13.792213439941406]"
7157,10692.0,12.0,0.007603433742268798,0.0002484714577968465,40,0,"[1.3318995237350464, 13.792213439941406]"
7160,10692.0,18.0,0.002213632663685163,0.00020419665789564266,40,0,"[1.3318995237350464, 13.792213439941406]"
7229,10695.0,-6.0,0.022096078029856518,0.08341792495145585,41,1,"[0.0312361605465412, 0.2102888971567154]"
7232,10695.0,0.0,1.0,0.11820434828446755,41,1,"[0.0312361605465412, 0.2102888971567154]"
7235,10695.0,6.0,0.014571121763269928,0.23409869392489405,41,1,"[0.0312361605465412, 0.2102888971567154]"
7238,10695.0,12.0,0.12328325924970034,0.08194942082146989,41,1,"[0.0312361605465412, 0.2102888971567154]"
7241,10695.0,18.0,-0.06510104690662027,0.09162584871386877,41,1,"[0.0312361605465412, 0.2102888971567154]"
7310,10695.0,-6.0,-0.003939884344887022,0.013611874071241193,41,0,"[0.0312361605465412, 0.2102888971567154]"
7313,10695.0,0.0,1.0,0.02510549301886577,41,0,"[0.0312361605465412, 0.2102888971567154]"
7316,10695.0,6.0,-0.032596173189687605,0.0467854822431205,41,0,"[0.0312361605465412, 0.2102888971567154]"
7319,10695.0,12.0,0.010639265842743773,0.013598240082073122,41,0,"[0.0312361605465412, 0.2102888971567154]"
7322,10695.0,18.0,-0.006840544050597124,0.010703152054289634,41,0,"[0.0312361605465412, 0.2102888971567154]"
7411,10807.0,-6.0,-0.010127720453654692,0.21239339157806178,42,1,"[0.0213809441775083, 0.0509128719568252]"
7414,10807.0,0.0,1.0,0.5077539416770401,42,1,"[0.0213809441775083, 0.0509128719568252]"
7417,10807.0,6.0,0.3550143974020978,0.30519225560635405,42,1,"[0.0213809441775083, 0.0509128719568252]"
7420,10807.0,12.0,0.1412504474550363,0.12194274631501072,42,1,"[0.0213809441775083, 0.0509128719568252]"
7423,10807.0,18.0,0.03455165517200244,0.10126339784264936,42,1,"[0.0213809441775083, 0.0509128719568252]"
7474,10807.0,-6.0,0.05353414784858387,0.04840428314706633,42,0,"[0.0213809441775083, 0.0509128719568252]"
7477,10807.0,0.0,1.0,0.11398347420980127,42,0,"[0.0213809441775083, 0.0509128719568252]"
7480,10807.0,6.0,0.014925412193545115,0.10300157607987764,42,0,"[0.0213809441775083, 0.0509128719568252]"
7483,10807.0,12.0,-0.03497613883478205,0.0537279292110371,42,0,"[0.0213809441775083, 0.0509128719568252]"
7486,10807.0,18.0,0.008476338588639514,0.039424912854634536,42,0,"[0.0213809441775083, 0.0509128719568252]"
7556,10835.0,-6.0,-0.07180841743909477,0.059487999685115686,43,1,"[0.0332208015024662, 0.2929174602031708]"
7559,10835.0,0.0,1.0,0.08637007393547064,43,1,"[0.0332208015024662, 0.2929174602031708]"
7562,10835.0,6.0,0.20346536993359457,0.2605302792520999,43,1,"[0.0332208015024662, 0.2929174602031708]"
7565,10835.0,12.0,-0.057750818013417735,0.0930838239619636,43,1,"[0.0332208015024662, 0.2929174602031708]"
7568,10835.0,18.0,0.1235244135752915,0.12431306104383179,43,1,"[0.0332208015024662, 0.2929174602031708]"
7636,10835.0,-6.0,-0.037468221823095324,0.023550909346515374,43,0,"[0.0332208015024662, 0.2929174602031708]"
7639,10835.0,0.0,1.0,0.008489838607761766,43,0,"[0.0332208015024662, 0.2929174602031708]"
7642,10835.0,6.0,0.07137701948552769,0.010970347433006712,43,0,"[0.0332208015024662, 0.2929174602031708]"
7645,10835.0,12.0,-0.00043059272917980425,0.013522536637425834,43,0,"[0.0332208015024662, 0.2929174602031708]"
7648,10835.0,18.0,-0.010790308297025463,0.00892208292309647,43,0,"[0.0332208015024662, 0.2929174602031708]"
7716,10860.0,-6.0,-0.00330059158833341,0.006894386937453997,44,1,"[0.7662253379821777, 4.1976423263549805]"
7719,10860.0,0.0,1.0,0.003933181433996507,44,1,"[0.7662253379821777, 4.1976423263549805]"
7722,10860.0,6.0,0.14488652894004622,0.004865722104731178,44,1,"[0.7662253379821777, 4.1976423263549805]"
7725,10860.0,12.0,0.06855863278840939,0.0038228776898409384,44,1,"[0.7662253379821777, 4.1976423263549805]"
7728,10860.0,18.0,0.05422250074056043,0.013203359390898286,44,1,"[0.7662253379821777, 4.1976423263549805]"
7797,10860.0,-6.0,-0.0010077509307380823,0.0009003503927851792,44,0,"[0.7662253379821777, 4.1976423263549805]"
7800,10860.0,0.0,1.0,0.0011677235388063364,44,0,"[0.7662253379821777, 4.1976423263549805]"
7803,10860.0,6.0,0.1247177838837118,0.001470314238735253,44,0,"[0.7662253379821777, 4.1976423263549805]"
7806,10860.0,12.0,0.03553002217175007,0.0008994130558847966,44,0,"[0.7662253379821777, 4.1976423263549805]"
7809,10860.0,18.0,0.01204466169082141,0.0008691338957430683,44,0,"[0.7662253379821777, 4.1976423263549805]"
7878,10866.0,-6.0,0.004395850831703949,0.0019782835226981863,45,1,"[1.9844517707824707, 1.4852033853530884]"
7881,10866.0,0.0,1.0,0.0011911258749660511,45,1,"[1.9844517707824707, 1.4852033853530884]"
7884,10866.0,6.0,0.0020368273334471325,0.0009781791547789562,45,1,"[1.9844517707824707, 1.4852033853530884]"
7887,10866.0,12.0,0.004169400896587356,0.001439032886742165,45,1,"[1.9844517707824707, 1.4852033853530884]"
7890,10866.0,18.0,0.0014674949981341337,0.0021239453032921404,45,1,"[1.9844517707824707, 1.4852033853530884]"
7960,10866.0,-6.0,-1.819688381144089e-05,0.0021658894275358455,45,0,"[1.9844517707824707, 1.4852033853530884]"
7963,10866.0,0.0,1.0,0.0015676898917000967,45,0,"[1.9844517707824707, 1.4852033853530884]"
7966,10866.0,6.0,0.0310551651528892,0.0016176215416080786,45,0,"[1.9844517707824707, 1.4852033853530884]"
7969,10866.0,12.0,0.007224698338458031,0.0024640116758137378,45,0,"[1.9844517707824707, 1.4852033853530884]"
7972,10866.0,18.0,0.004679483633501569,0.0022542175096230753,45,0,"[1.9844517707824707, 1.4852033853530884]"
8021,10867.0,0.0,1.0,0.0014463389396874417,46,1,"[1.4508435726165771, 14.714412689208984]"
8024,10867.0,6.0,0.0394222783376078,0.002359341930953314,46,1,"[1.4508435726165771, 14.714412689208984]"
8027,10867.0,12.0,0.0066959003646340455,0.0015765606677092744,46,1,"[1.4508435726165771, 14.714412689208984]"
8030,10867.0,18.0,0.0023408819746596125,0.0022337094350460035,46,1,"[1.4508435726165771, 14.714412689208984]"
8077,10867.0,0.0,1.0,0.00021973572419374047,46,0,"[1.4508435726165771, 14.714412689208984]"
8080,10867.0,6.0,0.048076862315430895,0.00014992385521703022,46,0,"[1.4508435726165771, 14.714412689208984]"
8083,10867.0,12.0,0.014825050650779882,0.0002568707430751685,46,0,"[1.4508435726165771, 14.714412689208984]"
8086,10867.0,18.0,0.004730162669046571,0.0005104253011278736,46,0,"[1.4508435726165771, 14.714412689208984]"
8154,10873.0,-6.0,-0.000206461694136794,0.000752296866039799,47,1,"[7.299077033996582, 39.26019287109375]"
8157,10873.0,0.0,1.0,0.00041038342702298745,47,1,"[7.299077033996582, 39.26019287109375]"
8160,10873.0,6.0,0.1008998728317008,0.0007198921842035681,47,1,"[7.299077033996582, 39.26019287109375]"
8163,10873.0,12.0,-0.00016921337898834652,0.0005167763386033701,47,1,"[7.299077033996582, 39.26019287109375]"
8166,10873.0,18.0,0.0002052092737137978,0.0003756773857766883,47,1,"[7.299077033996582, 39.26019287109375]"
8235,10873.0,-6.0,4.897726872199472e-05,8.852685230558761e-05,47,0,"[7.299077033996582, 39.26019287109375]"
8238,10873.0,0.0,1.0,0.00013843011348209895,47,0,"[7.299077033996582, 39.26019287109375]"
8241,10873.0,6.0,0.07568335918880853,9.959963264513792e-05,47,0,"[7.299077033996582, 39.26019287109375]"
8244,10873.0,12.0,4.762021255275396e-05,9.176659236261491e-05,47,0,"[7.299077033996582, 39.26019287109375]"
8247,10873.0,18.0,6.046199596800324e-05,7.110534643203164e-05,47,0,"[7.299077033996582, 39.26019287109375]"
8315,10975.0,-6.0,-0.00045409818108684295,0.00034882378236098904,48,1,"[10.58454704284668, 11.383195877075195]"
8318,10975.0,0.0,1.0,0.00021673817813757062,48,1,"[10.58454704284668, 11.383195877075195]"
8321,10975.0,6.0,0.00979384163008431,0.00016502137558869378,48,1,"[10.58454704284668, 11.383195877075195]"
8324,10975.0,12.0,0.0038496062703999,0.001020853029001717,48,1,"[10.58454704284668, 11.383195877075195]"
8327,10975.0,18.0,0.0015974694960388136,0.0003232168808385687,48,1,"[10.58454704284668, 11.383195877075195]"
8396,10975.0,-6.0,-6.316649128456316e-06,0.0005277299325458509,48,0,"[10.58454704284668, 11.383195877075195]"
8399,10975.0,0.0,1.0,0.00035445426615036946,48,0,"[10.58454704284668, 11.383195877075195]"
8402,10975.0,6.0,0.05011575239612518,0.00031373228800411415,48,0,"[10.58454704284668, 11.383195877075195]"
8405,10975.0,12.0,0.030180326317221652,0.0003633910209585226,48,0,"[10.58454704284668, 11.383195877075195]"
8408,10975.0,18.0,0.019150648584559865,0.000279342548046913,48,0,"[10.58454704284668, 11.383195877075195]"
8476,10982.0,-6.0,0.005165143094770964,0.04666024051372912,49,1,"[0.1047377213835716, 1.5586116313934326]"
8479,10982.0,0.0,1.0,0.03285605065893168,49,1,"[0.1047377213835716, 1.5586116313934326]"
8482,10982.0,6.0,-0.014531190123831778,0.030452756660976875,49,1,"[0.1047377213835716, 1.5586116313934326]"
8485,10982.0,12.0,0.01719209391478263,0.08752545498507192,49,1,"[0.1047377213835716, 1.5586116313934326]"
8488,10982.0,18.0,0.02306503566845614,0.02509696404643192,49,1,"[0.1047377213835716, 1.5586116313934326]"
8557,10982.0,-6.0,-8.380437350273349e-05,0.0015267402226988966,49,0,"[0.1047377213835716, 1.5586116313934326]"
8560,10982.0,0.0,1.0,0.0023290531570626873,49,0,"[0.1047377213835716, 1.5586116313934326]"
8563,10982.0,6.0,0.04255628879760744,0.002051000231068512,49,0,"[0.1047377213835716, 1.5586116313934326]"
8566,10982.0,12.0,0.010033836550185644,0.0021983226990067344,49,0,"[0.1047377213835716, 1.5586116313934326]"
8569,10982.0,18.0,0.006821521856301026,0.004744376101277989,49,0,"[0.1047377213835716, 1.5586116313934326]"
